"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
103,663559,"Falter, Bailey",1295,8,0.286,0.321,0.25,0.607,0.385,0.416,0.315,8,28,91.5,21.5,1742,87.9,89.55,4,48,55,1.6999999999999886,7.33,109,150,112,146,295,324,289
103,663903,"Singer, Brady",2376,4.3,0.292,0.167,0.353,0.458,0.352,0.289,0.226,7,24,88.2,-2.5,2313,90.1,90.64,10,46,57,0.5,6.61,109,154,121,144,303,325,301
103,621107,"Eflin, Zach",1194,8.6,0.148,0.037,0.222,0.185,0.165,0.178,0.167,4,27,85.9,10.1,2253,89.7,90.27,11,49,54,0.5999999999999943,6.74,111,149,117,144,297,323,281
101,668338,"Miller, Tyson",228,44.3,0.143,0,0.167,0.143,0.197,0.222,0.162,3,21,80.2,1.8,2233,87.4,88.66,9,40,61,1.2999999999999972,7.09,112,151,114,146,296,312,290
100,621348,"Clay, Sam",100,100,0.2,0.15,0.214,0.35,0.37,0.37,0.208,4,20,91.3,-11,2093,89.8,88.78,7,32,68,-1,5.59,112,155,124,146,297,320,295
100,675912,"Lowther, Zac",100,100,0.348,0.13,0.333,0.478,0.367,0.373,0.337,8,23,89,18.8,2124,86.2,86.71,7,42,58,0.5,6.79,108,155,118,148,312,323,291
99,674681,"Plassmeyer, Michael",99,100,0.321,0.179,0.4,0.5,0.365,0.353,0.311,9,28,86.3,13.6,2153,85.3,85.11,15,49,50,-0.20000000000000284,6.31,109,155,121,149,287,324,279
99,605446,"Rodríguez, Dereck",99,100,0.25,0.321,0.19,0.571,0.381,0.377,0.268,7,28,81.1,5.6,2257,86.4,86.74,10,46,53,0.29999999999999716,6.44,103,147,116,143,292,317,284
98,681885,"Lee, Evan",165,59.4,0.25,0.15,0.286,0.4,0.348,0.365,0.247,5,20,93.3,14.5,2485,85.9,85.47,8,39,59,-0.4000000000000057,5.97,114,159,120,149,303,320,298
97,656731,"Megill, Tylor",791,12.3,0.304,0.261,0.316,0.565,0.38,0.323,0.263,7,23,88.8,22.4,2205,92.1,93.69,10,46,51,1.6000000000000085,7.34,112,149,114,146,291,327,298
95,664871,"Dowdy, Kyle",95,100,0.217,0,0.25,0.217,0.267,0.31,0.235,5,23,89.1,14.1,2348,89.2,89.77,4,43,52,0.5999999999999943,6.65,108,149,126,148,296,324,295
93,669022,"Gore, MacKenzie",1258,7.4,0.263,0.158,0.333,0.421,0.364,0.338,0.23,5,19,85.6,8.3,2147,90,89.98,11,38,55,0,6.95,108,155,116,149,295,321,295
92,665152,"Kremer, Dean",1947,4.7,0.273,0,0.316,0.273,0.278,0.401,0.36,6,22,88.1,14.9,2162,88.2,88.04,7,55,37,-0.20000000000000284,6.38,112,155,117,150,305,316,293
90,675921,"Howard, Spencer",692,13,0.267,0.4,0.333,0.667,0.429,0.448,0.301,4,15,99.1,9.6,2253,89.5,89.77,11,38,52,0.29999999999999716,6.55,114,155,121,150,302,327,300
90,664584,"Romero, Jhon",90,100,0.391,0.087,0.529,0.478,0.392,0.252,0.245,9,23,87.9,1.9,1982,89,88.21,13,47,43,-0.7999999999999972,5.88,103,146,110,141,299,334,298
88,678061,"Kerr, Ray",88,100,0.188,0.25,0.154,0.438,0.332,0.488,0.295,3,16,87.4,19.7,1992,89.7,88.95,10,39,49,-0.7000000000000028,5.94,115,159,122,148,290,312,297
88,665019,"Clemens, Kody",88,100,0.375,0.094,0.387,0.469,0.375,0.372,0.349,12,32,89.6,17.5,1259,54.2,52.09,0,54,34,-2.1000000000000014,4.13,116,154,127,148,301,327,305
86,571927,"Matz, Steven",849,10.1,0.15,0.1,0.176,0.25,0.195,0.258,0.232,3,20,86.5,15.8,2332,87.8,87.81,11,41,45,0,6.45,112,154,118,147,305,315,289
86,667373,"Rondón, Angel",86,100,0.059,0,0.077,0.059,0.148,0.29,0.202,1,17,89.4,26.4,1963,88,88.71,9,37,49,0.7000000000000028,6.7,114,158,130,154,301,324,299
86,670768,"González, Luis",86,100,0.31,0.103,0.31,0.414,0.326,0.344,0.329,9,29,82.3,2.2,1358,53.4,51.96,0,36,50,-1.3999999999999986,5.09,115,152,126,149,301,328,293
85,624503,"Gordon, Nick",85,100,0.476,0.381,0.421,0.857,0.589,0.4,0.305,10,21,90,29.4,1743,73.2,71.91,1,32,53,-1.2999999999999972,5.29,113,153,128,146,299,342,298
84,656755,"Montes de Oca, Bryce",84,100,0.412,0,0.636,0.412,0.398,0.299,0.268,7,17,84.7,7.5,2241,94.5,95.91,10,41,43,1.4000000000000057,7.09,107,150,115,144,291,325,288
84,681464,"German, Frank",84,100,0.368,0.368,0.385,0.737,0.509,0.395,0.295,7,19,94.1,2.3,2148,94.3,94.88,5,37,47,0.6000000000000085,6.65,107,156,120,149,289,328,293
81,678394,"Bello, Brayan",997,8.1,0.316,0.211,0.462,0.526,0.403,0.251,0.162,6,19,82.8,-14.2,2214,93.3,93.37,10,37,44,0.10000000000000853,6.37,107,151,114,151,284,324,295
80,656954,"Sheffield, Justus",179,44.7,0.095,0,0.111,0.095,0.137,0.295,0.267,2,21,91.9,0.7,2139,86.7,86.16,4,30,50,-0.5,5.98,109,153,125,147,295,321,289
80,518813,"Holland, Greg",80,100,0.333,0.5,0.273,0.833,0.478,0.475,0.319,6,18,95.2,3.8,2179,88.5,87.88,9,31,49,-0.5999999999999943,5.87,108,150,114,146,305,321,296
79,592716,"Sampson, Adrian",1694,4.7,0.15,0.1,0.2,0.25,0.17,0.235,0.215,3,20,88.5,6.1,2217,90,90.34,13,42,37,0.29999999999999716,6.47,110,150,120,150,299,320,292
79,672839,"Morales, Francisco",79,100,0.143,0.214,0.1,0.357,0.372,0.408,0.199,2,14,88,5.1,2168,89.8,90.84,6,23,56,1,6.86,115,150,129,139,304,327,293
77,456501,"Cueto, Johnny",2372,3.2,0.316,0.158,0.333,0.474,0.342,0.311,0.234,6,19,91.5,15.3,1894,85.7,84.93,10,35,42,-0.7999999999999972,5.6,111,147,114,148,300,332,306
77,650960,"Duarte, Daniel",77,100,0.3,0.4,0.25,0.7,0.449,0.384,0.215,3,10,88.9,36.7,2432,90.2,89.94,4,35,42,-0.29999999999999716,6.15,101,141,114,139,294,316,290
77,640455,"Manaea, Sean",2482,3.1,0.176,0,0.231,0.176,0.177,0.283,0.233,3,17,92,12,1760,86.9,87.84,12,35,42,0.8999999999999915,7.07,112,158,124,150,302,323,305
76,642659,"Espinal, Raynel",76,100,0.316,0.316,0.385,0.632,0.416,0.387,0.294,6,19,86,8.9,2170,88.7,89.19,14,40,36,0.5,6.53,119,152,120,150,290,322,298
76,668820,"Kranick, Max",76,100,0.188,0.125,0.25,0.313,0.288,0.23,0.143,3,16,80.4,21,2162,90.5,91.21,9,32,44,0.7000000000000028,6.71,108,154,114,147,305,321,298
75,669461,"Liberatore, Matthew",650,11.5,0.318,0.227,0.333,0.545,0.37,0.361,0.299,7,22,89.3,13.2,2294,87.9,87.85,6,39,36,0,6.36,106,152,119,149,304,318,303
74,642657,"Ogando, Cristofer",74,100,0.286,0.214,0.308,0.5,0.355,0.404,0.354,4,14,95.3,24.8,2356,87.4,87.02,5,33,41,-0.4000000000000057,6.08,102,148,116,144,300,327,301
74,642165,"VanMeter, Josh",74,100,0.6,0.68,0.5,1.28,0.79,0.656,0.502,15,25,88.1,16.8,1570,72,70.68,1,37,37,-1.2999999999999972,5.13,110,153,128,150,313,326,300
73,520980,"Báez, Pedro",73,100,0.417,0.167,0.455,0.583,0.453,0.453,0.346,5,12,90,12.3,1793,86,83.69,10,33,40,-2.299999999999997,6.27,115,147,121,146,294,311,287
73,424144,"Pérez, Oliver",73,100,0.444,0.222,0.368,0.667,0.437,0.376,0.339,8,18,88.8,16,2162,84,83.42,3,33,40,-0.5999999999999943,6.13,109,149,112,144,297,322,302
72,571863,"Koch, Matt",72,100,0.278,0.333,0.231,0.611,0.394,0.37,0.284,5,18,89,25.6,2261,88.6,88.39,10,35,37,-0.19999999999998863,6.23,109,155,127,149,300,320,295
72,642239,"Zastryzny, Rob",72,100,0.2,0.2,0.25,0.4,0.277,0.214,0.171,3,15,88.3,16,2234,85.5,85.75,9,39,33,0.20000000000000284,6.48,115,154,120,151,298,325,292
71,642060,"Sedlock, Cody",71,100,0.4,0.133,0.5,0.533,0.422,0.388,0.328,6,15,90.2,7.7,2087,86.4,86.88,12,38,33,0.5,6.52,106,154,116,148,291,321,300
70,658648,"Avila, Pedro",70,100,0.188,0.188,0.2,0.375,0.292,0.375,0.263,3,16,90.5,4,2140,86.7,86.31,11,34,36,-0.4000000000000057,6.18,115,165,132,150,298,323,304
69,595014,"Treinen, Blake",69,100,0.063,0.188,0,0.25,0.162,0.259,0.198,1,16,84.9,4.7,2395,92,90.96,9,34,35,-1,5.53,117,159,130,149,300,321,295
68,608348,"Kelly, Carson",68,100,0.409,0.227,0.381,0.636,0.47,0.375,0.323,9,22,92.1,27.5,1584,61.2,59.61,0,31,37,-1.6000000000000014,5.01,118,154,131,151,303,327,300
67,666619,"Santos, Gregory",67,100,0.214,0.071,0.25,0.286,0.3,0.28,0.193,3,14,87.2,-1.4,2417,93.1,93.69,6,30,37,0.6000000000000085,6.68,108,155,112,148,292,328,295
67,571704,"Giles, Ken",67,100,0.071,0.071,0.125,0.143,0.196,0.268,0.179,1,14,92.9,15.1,2151,88.9,87.51,11,30,37,-1.4000000000000057,5.61,113,154,120,149,294,323,296
66,649144,"Wells, Alex",66,100,0.313,0.438,0.375,0.75,0.448,0.217,0.174,5,16,93.2,21.5,2186,82.2,80.54,10,38,28,-1.7000000000000028,5.43,107,155,112,144,305,316,285
65,611093,"Bracho, Silvino",65,100,0.188,0.375,0.1,0.563,0.358,0.4,0.258,3,16,91.2,14.2,2025,85.8,85.1,7,33,32,-0.7000000000000028,5.95,113,152,126,145,309,319,294
65,596043,"Mengden, Daniel",119,54.6,0.294,0.059,0.417,0.353,0.266,0.238,0.226,5,17,90.1,17.7,2016,85.4,85.64,11,32,33,0.19999999999998863,6.29,103,155,113,148,309,323,301
65,673904,"Walsh, Jake",65,100,0.25,0,0.429,0.25,0.317,0.337,0.209,3,12,92.7,18.4,2280,89.9,89.3,6,28,37,-0.6000000000000085,6.09,114,152,118,147,301,318,295
64,547184,"Kelly, Michael",64,100,0.214,0.214,0.222,0.429,0.328,0.324,0.251,3,14,83.5,29.6,2469,85.5,85.14,8,30,34,-0.4000000000000057,6.04,112,152,126,147,300,328,303
63,641447,"Castano, Daniel",577,10.9,0.313,0.063,0.357,0.375,0.3,0.26,0.271,5,16,82.5,7.9,2278,86.3,85.79,6,34,29,-0.5,6.03,109,150,123,149,297,311,295
61,593140,"Feliz, Michael",61,100,0.091,0.273,0,0.364,0.296,0.402,0.242,1,11,88.6,-2.9,2089,88.2,89.08,7,24,37,0.8999999999999915,6.84,115,160,122,151,290,325,299
61,571917,"Markel, Parker",61,100,0.125,0.125,0.2,0.25,0.362,0.431,0.213,1,8,102.4,16.6,2609,88,87.76,5,18,43,-0.20000000000000284,6.41,109,148,119,147,301,313,282
60,596117,"Stubbs, Garrett",60,100,0.412,0.706,0.308,1.118,0.641,0.477,0.375,7,17,92.7,10.3,1833,73.9,73.1,3,28,32,-0.8000000000000114,5.77,118,160,135,148,296,331,291
60,660636,"Castillo, Diego",60,100,0.545,0.273,0.556,0.818,0.619,0.47,0.358,6,11,95.4,-1.5,1572,65,63.97,7,20,40,-1,5.45,112,154,125,148,302,322,296
60,622379,"Castillo, Luis",60,100,0.143,0,0.2,0.143,0.126,0.232,0.23,2,14,94.5,2.4,1957,89.7,89.59,7,31,29,-0.10000000000000853,6.21,110,153,125,145,305,330,292
59,621433,"Phillips, Brett",59,100,0.45,0.65,0.353,1.1,0.655,0.674,0.426,9,20,91.5,24.5,1163,51.8,50.05,1,27,32,-1.7999999999999972,4.91,116,164,130,152,310,326,315
59,650496,"Mejía, J.C.",59,100,0.455,0.091,0.5,0.545,0.515,0.5,0.421,5,11,90.3,-0.4,2324,91.4,91.38,8,22,37,0,6.24,105,147,118,141,297,318,293
58,656353,"Davidson, Tucker",912,6.4,0.385,0.077,0.455,0.462,0.431,0.436,0.337,5,13,83.9,16.1,2205,90.9,90.67,9,26,32,-0.20000000000000284,6.23,114,150,115,146,309,336,289
58,592346,"González, Chi Chi",376,15.4,0.286,0.357,0.3,0.643,0.411,0.305,0.192,4,14,94.9,28.4,2320,89.8,89.34,5,25,33,-0.5,5.99,115,158,124,150,301,316,302
58,607572,"Howard, Sam",58,100,0.286,0.429,0.2,0.714,0.536,0.479,0.257,2,7,84.9,12.5,2181,87.4,86.6,4,21,37,-0.8000000000000114,5.93,107,158,125,151,309,324,305
57,543281,"Harrison, Josh",57,100,0.563,0.25,0.615,0.813,0.605,0.377,0.311,9,16,90.1,15.9,1495,56.9,53.93,2,22,35,-3,3.52,112,148,120,146,303,334,305
57,660600,"Paredes, Enoli",57,100,0.273,0,0.333,0.273,0.337,0.303,0.204,3,11,87.1,9.7,2441,93.6,93.75,5,27,30,0.20000000000000284,6.32,118,155,126,148,293,323,291
56,622766,"Díaz, Miguel",56,100,0.083,0,0.111,0.083,0.162,0.157,0.067,1,12,84.7,6.1,2133,92.6,91.66,12,30,26,-0.8999999999999915,5.8,112,153,113,147,299,329,299
56,663372,"Feltner, Ryan",1675,3.3,0.231,0.077,0.273,0.308,0.294,0.367,0.299,3,13,87.7,-5,2441,88.5,89.37,3,22,34,0.9000000000000057,6.27,111,151,127,147,306,334,311
56,670174,"Winckowski, Josh",1194,4.7,0.462,0.077,0.545,0.538,0.425,0.3,0.239,6,13,95.6,2.3,2126,91.8,91.89,7,29,27,0.10000000000000853,6.45,108,157,122,153,295,332,290
56,660593,"Reyes, Denyi",117,47.9,0.267,0.067,0.308,0.333,0.261,0.224,0.231,4,15,87.9,4.5,2055,86.1,87.23,8,36,20,1.1000000000000085,7.09,109,164,122,150,305,325,291
55,448281,"Doolittle, Sean",55,100,0.059,0.059,0.091,0.118,0.074,0.157,0.126,1,17,95.6,24.5,2263,89.5,89.27,11,31,24,-0.20000000000000284,6.27,115,151,119,145,289,318,291
54,673316,"Barker, Luke",54,100,0.368,0.421,0.357,0.789,0.49,0.506,0.413,7,19,91.2,4.3,1696,87.1,87.25,7,30,24,0.20000000000000284,6.5,115,151,123,145,297,317,298
54,458677,"Wilson, Justin",54,100,0.231,0.154,0.5,0.385,0.262,0.187,0.165,3,13,93.5,7.2,2434,91,90.81,11,25,29,-0.20000000000000284,6.09,120,154,120,148,291,318,300
53,646242,"Diaz, Jhonathan",236,22.5,0.267,0.2,0.231,0.467,0.295,0.253,0.205,4,15,92.6,18.1,2267,85.8,86.31,6,31,22,0.5,6.72,113,152,124,150,297,332,284
53,663752,"Morris, Cody",404,13.1,0.222,0,0.286,0.222,0.223,0.47,0.355,2,9,89.9,8.1,2246,89,89.51,9,28,25,0.5,6.59,107,158,111,146,287,303,280
53,630023,"Chirinos, Yonny",100,53,0.308,0.077,0.444,0.385,0.329,0.274,0.25,4,13,96.4,2.3,1972,91.1,90.63,6,27,26,-0.5,6.17,101,153,111,151,302,326,293
52,542194,"Bethancourt, Christian",52,100,0.333,0.167,0.313,0.5,0.378,0.385,0.318,6,18,89,25.9,1703,71.7,71.18,2,26,26,-0.5,6.05,113,151,120,151,303,337,302
52,528748,"Castellanos, Humberto",748,7,0.455,0.182,0.5,0.636,0.47,0.315,0.258,5,11,84,11.6,2189,84.1,83.15,4,25,27,-0.8999999999999915,6.01,112,149,118,146,301,327,306
51,571439,"Alvarez, R.J.",51,100,0.4,0.6,0.333,1,0.614,0.583,0.371,4,10,89.7,17.8,2263,88.4,88.12,6,22,29,-0.30000000000001137,6.01,108,152,115,148,311,331,305
50,656457,"Gilbert, Tyler",564,8.9,0.182,0.273,0.143,0.455,0.304,0.356,0.234,2,11,93.8,19,2181,85.2,84.45,9,25,25,-0.7999999999999972,5.85,112,153,122,152,309,326,306
50,592222,"Claudio, Alex",50,100,0.091,0,0.111,0.091,0.174,0.25,0.179,1,11,85.1,3.3,1887,79,78.2,6,24,26,-0.7999999999999972,5.8,116,160,127,152,300,316,286
50,688010,"Fisher, Nate",50,100,0.111,0,0.125,0.111,0.206,0.264,0.166,1,9,89.5,30.9,2138,86.9,85.16,4,22,28,-1.7000000000000028,5.34,108,153,118,152,292,324,293
50,572888,"Greene, Shane",50,100,0.25,0.25,0.222,0.5,0.348,0.359,0.263,3,12,88.6,30.8,2428,86.1,85.52,4,25,25,-0.5999999999999943,5.73,105,160,122,152,301,322,294
50,605612,"Castro, Harold",50,100,0.4,0.133,0.4,0.533,0.415,0.408,0.367,6,15,97.8,18.7,1581,60.3,58.55,1,25,25,-1.7999999999999972,4.52,115,160,127,148,306,335,302
50,693821,"Elder, Bryce",873,5.7,0.455,0,0.5,0.455,0.395,0.441,0.383,5,11,89.5,17.2,2175,89.3,89.03,6,27,23,-0.29999999999999716,6.04,104,150,109,152,295,318,302
48,642048,"Saucedo, Tayler",48,100,0.429,0.714,0.273,1.143,0.662,0.604,0.416,6,14,95.7,8.5,2369,87.8,87.55,4,23,25,-0.29999999999999716,6.43,107,150,121,150,284,318,305
48,613534,"Adams, Austin",48,100,0,0,0,0,0.23,0.302,0.118,0,6,86.8,-9,2713,87.5,86.95,5,17,31,-0.5,5.91,113,161,125,152,301,323,299
48,592712,"Sadzeck, Connor",48,100,0.333,0.583,0.25,0.917,0.537,0.422,0.261,4,12,88.8,35.9,2277,90.9,90.75,3,21,27,-0.10000000000000853,6.13,116,154,124,149,296,313,295
47,656548,"Holloway, Jordan",47,100,0.3,0.1,0.375,0.4,0.338,0.21,0.168,3,10,85.7,4.3,2322,87.8,88.37,2,16,31,0.6000000000000085,6.54,109,148,122,146,297,313,283
47,663474,"McKenzie, Triston",2807,1.7,0.222,0.111,0.25,0.333,0.32,0.253,0.15,2,9,82.8,11.9,2224,89.7,90.63,1,18,29,0.8999999999999915,6.89,108,153,118,149,308,326,299
47,622103,"Reyes, Gerardo",47,100,0.333,0.444,0.25,0.778,0.524,0.344,0.238,3,9,88.1,36,2432,93.3,91.75,5,20,27,-1.5999999999999943,5.61,112,153,116,150,289,323,285
46,668834,"McGee, Easton",46,100,0.286,0,0.308,0.286,0.253,0.279,0.265,4,14,88.9,22.1,2258,85.7,85.69,3,23,23,0,6.56,94,154,115,150,283,318,291
45,624418,"Castellani, Ryan",45,100,0.182,0,0.2,0.182,0.161,0.331,0.294,2,11,92.5,4.9,2162,89.1,89.37,3,25,20,0.30000000000001137,6.4,99,150,119,149,308,314,285
45,641712,"Hudson, Dakota",2253,2,0.2,0,0.2,0.2,0.223,0.299,0.26,2,10,86.4,18.5,2277,88.6,88.77,3,20,25,0.20000000000000284,6.32,113,159,118,147,302,310,300
44,664353,"Urquidy, José",2640,1.7,0.25,0.75,0,1,0.552,0.432,0.239,2,8,85.3,19.7,2441,88.1,87.04,4,20,24,-1.0999999999999943,5.93,109,150,120,150,291,327,297
44,670712,"Brosseau, Mike",44,100,0.167,0.083,0.167,0.25,0.252,0.505,0.474,2,12,93.7,7,1816,72.3,71,1,17,27,-1.2999999999999972,5.18,115,157,130,149,303,317,296
43,571976,"Myers, Wil",43,100,0.286,0.643,0.083,0.929,0.489,0.381,0.277,4,14,90.6,31.3,1704,59.9,57.81,1,24,19,-2.1000000000000014,4.3,121,163,133,152,308,325,304
43,656008,"Zabala, Aneurys",43,100,0.333,0.111,0.375,0.444,0.338,0.464,0.361,3,9,89,17.8,1967,94.1,93.68,5,20,23,-0.3999999999999915,6.21,106,149,120,148,289,310,287
42,641656,"Hamilton, Ian",42,100,0.3,0.4,0.222,0.7,0.446,0.371,0.352,3,10,90.5,17.6,1884,90.5,89,2,19,23,-1.5,5.75,112,151,125,148,305,329,286
42,643524,"Schwindel, Frank",42,100,0.471,0.706,0.308,1.176,0.695,0.533,0.376,8,17,91.5,31.2,1290,51.7,49.72,3,26,16,-2,4.43,123,164,126,149,299,334,303
42,676391,"Clement, Ernie",42,100,0.6,0.6,0.444,1.2,0.698,0.482,0.452,6,10,91.6,5.1,1338,65.6,63.5,1,20,22,-2.0999999999999943,4.59,111,150,125,147,299,319,297
41,657514,"Bernardino, Brennan",41,100,0.3,0,0.273,0.3,0.278,0.201,0.18,3,10,78.6,4.1,2264,87.9,86.8,0,21,20,-1.1000000000000085,5.77,103,144,108,142,285,313,282
41,661269,"Gutierrez, Vladimir",684,6,0.444,0.444,0.429,0.889,0.589,0.36,0.262,4,9,85.3,11.5,2267,85.9,86.12,2,16,25,0.19999999999998863,6.43,113,144,119,139,290,320,286
41,607609,"Ladwig, A.J.",41,100,0.4,0.533,0.308,0.933,0.562,0.599,0.437,6,15,91.7,12.7,2161,87.2,86.97,2,24,17,-0.20000000000000284,6.23,115,157,125,152,310,317,295
41,685503,"Arihara, Kohei",390,10.5,0.4,0.2,0.444,0.6,0.453,0.384,0.355,4,10,82.2,-5.7,1887,87.3,87.93,5,22,19,0.6000000000000085,6.75,108,137,117,135,276,312,294
41,676720,"Romero, Tommy",191,21.5,0.1,0.3,0,0.4,0.207,0.282,0.178,1,10,97,19.3,1708,85.4,85.98,10,24,17,0.5999999999999943,6.68,112,161,117,150,306,323,295
40,425877,"Molina, Yadier",40,100,0.5,0.667,0.444,1.167,0.703,0.444,0.411,6,12,95.1,18.9,1583,59.8,57.59,2,21,19,-2.1999999999999957,4.48,120,155,138,154,310,341,310
40,657697,"Nittoli, Vinny",40,100,0,0,0,0,0.176,0.228,0.072,0,6,82.9,-0.4,2670,86.3,87.33,5,20,20,1,6.91,116,161,120,150,294,325,292
40,667725,"Tyler, Kyle",40,100,0.154,0,0.182,0.154,0.175,0.287,0.25,2,13,86,-1.8,2185,86.4,87.69,4,18,22,1.2999999999999972,6.96,118,172,124,151,283,308,301
40,660896,"Alcala, Jorge",40,100,0.25,0,0.333,0.25,0.315,0.331,0.25,2,8,80,15,2330,89.2,88.31,6,17,23,-0.9000000000000057,5.71,101,156,125,149,297,335,293
40,572362,"Erlin, Robbie",40,100,0.25,0.5,0.167,0.75,0.447,0.419,0.241,2,8,92.6,19.3,2135,83.3,82.88,2,17,23,-0.3999999999999915,6.14,113,153,124,150,296,316,292
39,656820,"Padilla, Nicholas",39,100,0.286,0.143,0.333,0.429,0.391,0.373,0.274,2,7,88.8,11,2237,90.5,90.05,2,12,27,-0.4000000000000057,5.94,110,149,112,156,295,312,288
39,502154,"Britton, Zack",39,100,0.333,0,0.5,0.333,0.557,0.571,0.354,1,3,77.6,6.5,2021,90.1,89.15,2,5,34,-0.8999999999999915,5.78,110,150,109,144,294,324,285
39,605182,"Clevinger, Mike",1931,2,0.5,0.1,0.625,0.6,0.48,0.375,0.398,5,10,86,4.6,2287,87.2,82.03,4,18,21,-5.200000000000003,6.86,100,153,122,147,302,323,298
39,641743,"Kay, Anthony",39,100,0.286,0.286,0.4,0.571,0.393,0.435,0.291,2,7,104.8,17.8,2557,89.8,89.01,6,17,22,-0.7999999999999972,5.88,102,146,122,143,297,319,287
38,571945,"Mikolas, Miles",3152,1.2,0.25,0.167,0.25,0.417,0.284,0.327,0.281,3,12,87.6,14.1,2391,84.7,84.33,1,19,19,-0.4000000000000057,6.23,120,155,115,149,301,313,281
37,593334,"Germán, Domingo",1081,3.4,0.167,0.167,0.25,0.333,0.279,0.185,0.1,1,6,83.2,41.8,2585,86.6,86.11,4,14,23,-0.5,6.14,111,149,110,146,290,320,293
37,642068,"Sheffield, Jordan",37,100,0.333,0,0.4,0.333,0.393,0.381,0.288,2,6,88.5,10.6,2296,90.6,89.76,5,13,24,-0.7999999999999972,5.57,105,151,124,149,303,333,307
37,572191,"Taylor, Michael A.",37,100,0.455,0.364,0.5,0.818,0.566,0.447,0.323,5,11,91.9,13.8,1477,75,73.66,2,15,22,-1.2999999999999972,5.04,115,152,120,150,309,337,314
34,620443,"Torrens, Luis",34,100,0.333,0.333,0.222,0.667,0.384,0.473,0.341,3,9,91,16,1903,80.2,78.54,3,20,14,-1.7000000000000028,5.11,113,148,118,145,292,324,293
34,642547,"Peralta, Freddy",1353,2.5,0.375,0.375,0.5,0.75,0.503,0.458,0.339,3,8,91.9,23.2,2294,88.5,89.71,4,15,19,1.2000000000000028,7.11,111,148,124,147,294,329,297
34,605288,"Houser, Adrian",1848,1.8,0.143,0.143,0.2,0.286,0.18,0.229,0.171,1,7,94.9,4,2064,90.4,91,1,11,23,0.5999999999999943,6.59,115,150,121,155,287,310,298
33,641914,"Neuse, Sheldon",33,100,0.083,0,0.083,0.083,0.074,0.302,0.238,1,12,91.2,17.4,1203,46.9,44.97,0,15,18,-1.8999999999999986,4.07,120,159,131,153,302,321,299
33,676766,"Snyder, Nick",33,100,0.25,0,0.25,0.25,0.421,0.463,0.301,1,4,91.7,28.7,2433,92.7,92.18,1,13,20,-0.5,5.99,109,148,105,150,298,325,298
32,502624,"Anderson, Chase",493,6.5,0.333,0.5,0.167,0.833,0.481,0.403,0.224,2,6,88.7,10,2239,86.3,85.78,2,14,18,-0.5,5.99,107,145,118,145,286,310,288
32,663562,"Davis, Noah",32,100,0.5,0.5,0.667,1,0.647,0.327,0.247,3,6,100,26,2409,86.3,85.84,3,12,20,-0.5,5.89,118,150,135,146,294,319,296
31,663630,"McKenna, Ryan",31,100,0.714,0.143,0.556,0.857,0.549,0.374,0.373,5,7,93.8,20.4,1797,72.4,70.57,2,16,15,-1.8000000000000114,4.8,116,153,129,151,314,321,301
31,683232,"Mears, Nick",31,100,0.143,0,0.2,0.143,0.197,0.235,0.175,1,7,85.4,19.2,2297,90.1,91.08,6,20,11,1,6.97,105,153,122,145,297,325,295
31,682016,"Woods, William",31,100,0.286,0,0.4,0.286,0.307,0.243,0.179,2,7,88.9,24.4,2427,92.3,92.75,3,12,19,0.4000000000000057,6.69,108,154,125,144,306,330,297
30,598265,"Bradley Jr., Jackie",30,100,0.25,0,0.333,0.25,0.421,0.431,0.234,1,4,81.7,19,2170,82.4,81.7,2,11,19,-0.7000000000000028,5.81,118,146,132,149,287,328,306
29,672582,"Zerpa, Angel",159,18.2,0.143,0,0.143,0.143,0.126,0.418,0.316,1,7,86.3,5.7,2122,90.6,89.46,1,15,14,-1.0999999999999943,5.53,105,154,116,147,305,319,299
29,657766,"St. John, Locke",29,100,0.333,0.778,0.333,1.111,0.601,0.616,0.358,3,9,101.7,30.2,2262,84.6,84.48,6,17,12,-0.09999999999999432,6.11,110,153,121,151,304,322,292
28,518586,"Culberson, Charlie",28,100,0.143,0,0.143,0.143,0.197,0.277,0.215,1,7,91,16.1,2454,88.9,87.51,1,13,15,-1.4000000000000057,5.33,123,160,127,151,286,321,301
28,543829,"Strange-Gordon, Dee",28,100,0.5,0.75,0.333,1.25,0.718,0.627,0.362,2,4,92.6,32.8,1357,56.8,54.33,0,8,20,-2.5,3.97,117,153,132,148,326,339,314
28,592789,"Syndergaard, Noah",2026,1.4,0.375,0,0.5,0.375,0.331,0.242,0.257,3,8,88.5,6,2130,89.3,89.84,4,16,12,0.5,6.68,94,148,117,146,299,325,280
28,606993,"Hager, Jake",28,100,0.3,0.1,0.333,0.4,0.303,0.377,0.363,3,10,79.1,17,1630,62.3,61,3,18,10,-1.2999999999999972,5.44,121,152,136,150,306,329,292
27,405395,"Pujols, Albert",27,100,0.5,1,0.25,1.5,0.817,0.436,0.29,3,6,94.4,13.3,1598,59.7,58.03,0,11,16,-1.7000000000000028,4.65,121,157,116,148,316,332,301
